trade_id;internal_ts;direction;pair;strategy;spread_pct;ex1;ex1_order_id;ex1_type;ex1_side;ex1_qty_ordered;ex1_qty_filled;ex1_price_expected;ex1_price_actual;ex1_value_usdt;ex1_fees;ex1_create_ts;ex1_status;ex2;ex2_order_id;ex2_type;ex2_side;ex2_qty_ordered;ex2_qty_filled;ex2_price_expected;ex2_price_actual;ex2_value_usdt;ex2_fees;ex2_create_ts;ex2_status;profit_usdt_expected;profit_mpc_expected;profit_usdt_actual;profit_mpc_actual;limit_watch_status;limit_last_check;error_code;error_message;raw_ex1_response;raw_ex2_response;raw_ex2_response_ts
1b16121b13_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a1751931296f100074bae96;limit;sell;183;183;0,018148;0,018148;0;0,009963252;;PARTIAL;0,109434;;;;FILLED;2026-05-27T22:18:36.731913;;;;"{""orderId"": ""6a1751931296f100074bae96""}";2026-05-27T22:18:27.193345
1b16121b13_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a1751931296f100074bae96;limit;sell;;183;;0,018148;0;3,321084;0,009963;2026-05-27 22:18:27.000;FILLED;;;;FILLED;FILLED;;;;;
1b1612202e;2026-05-27T22:18:30.188862;MXC->KCN;MPC-USDT;USDT;4,298850575;MXC;C02__688414786253148160119;market;buy;144;144;0,0174;0,0174;2,5056;0;2026-05-27 22:18:31.036;FILLED;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688414786253148160119"", ""quantity"": ""144.0"", ""amount"": ""2.5056"", ""fees"": 0.0, ""price"": ""0.0174"", ""executedQty"": ""144.0"", ""cummulativeQuoteQty"": ""2.5056"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 144.0, ""price_actual"": 0.0174, ""value_usdt"": 2.5056, ""fees"": 0.0, ""create_ts"": 1779913111000}]}";;
1b1612202e_ex1p1;;;;;;;;;;;144;;0,0174;2,5056;0,001253;2026-05-27 22:18:31.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
1b1612202e_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a175198f7247100073a7423;limit;sell;144;144;0,018148;0,018148;0;0,007839936;;PARTIAL;0,107712;;;;FILLED;2026-05-27T22:18:36.097546;;;;"{""orderId"": ""6a175198f7247100073a7423""}";2026-05-27T22:18:32.462444
1b1612202e_ex2p1;;;;;;;;;;;;;;;;;;KCN;6a175198f7247100073a7423;limit;sell;;144;;0,018148;0;2,613312;0,00784;2026-05-27 22:18:32.000;FILLED;;;;FILLED;FILLED;;;;;
1b16122f50;2026-05-27T22:18:45.637533;MXC->KCN;MPC-USDT;USDT;1,408608161;MXC;C02__688414850790903809119;market;buy;112;112;0,01789;0,01799;0,5567905;0;27.05.2026 22:18;FILLED;;;;;;;;;;;;;;;;;;;;;"{""status"": ""Filled"", ""orderId"": ""C02__688414850790903809119"", ""quantity"": ""30.95"", ""amount"": ""0.5567905"", ""fees"": 0.0, ""price"": ""0.01799"", ""executedQty"": ""30.95"", ""cummulativeQuoteQty"": ""0.5567905"", ""fills_count"": 1, ""ex1_partial_fills"": [{""qty_filled"": 30.95, ""price_actual"": 0.01799, ""value_usdt"": 0.5567905, ""fees"": 0.0, ""create_ts"": 1779913126000}]}";;
1b16122f50_ex1p1;;;;;;;;;;;81,05;;0,01789;1,449985;0,000725;2026-05-27 22:18:46.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
1b16122f50_ex1p2;;;;;;;;;;;30,95;;0,01799;0,55679;0,000278;2026-05-27 22:18:46.000;FILLED;KCN;;;;;;;;;;;;;;;;;;;;;;
1b16122f50_ex2sum;;;;;;;;;;;;;;;;;;KCN;6a1751c530aa00000711dc0d;limit;sell;31;31;0,018941;0,018941;0,587171;0,001761513;;PARTIAL;0,008755167;81;;112;FILLED;2026-05-27T22:18:47.810717;;;;"{""orderId"": ""6a1751a76950e40007d52a0a""}";2026-05-27T22:18:47.808003
